gene_name,pair,source,flank_hit_class
Kank2_Forebrain_Any,chr9:21747205-21755445_chr9:21781390-21793471,enhancer_hit,single
Kank2_Forebrain_Any,chr9:21766821-21770576_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_Any,chr9:21747205-21755445_chr9:21762786-21764258,enhancer_hit,double
Kank2_Heart_Any,chr9:21747205-21755445_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_Any,chr9:21747205-21755445_chr9:21857214-21858599,enhancer_hit,double
Kank2_Heart_Any,chr9:21762786-21764258_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_Any,chr9:21766821-21770576_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_Any,chr9:21781390-21793471_chr9:21857214-21858599,enhancer_hit,single
Kank2_Heart_E11.5,chr9:21747205-21755445_chr9:21762786-21764258,enhancer_hit,double
Kank2_Heart_E11.5,chr9:21747205-21755445_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_E11.5,chr9:21747205-21755445_chr9:21857214-21858599,enhancer_hit,double
Kank2_Heart_E11.5,chr9:21762786-21764258_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_E11.5,chr9:21766821-21770576_chr9:21781390-21793471,enhancer_hit,single
Kank2_Heart_E11.5,chr9:21781390-21793471_chr9:21857214-21858599,enhancer_hit,single
Kank2_Limb_Any,chr9:21766821-21770576_chr9:21781390-21793471,enhancer_hit,single
Kank2_Limb_E11.5,chr9:21766821-21770576_chr9:21781390-21793471,enhancer_hit,single
Kansl3_Heart_Any,chr1:36579293-36582396_chr1:37383844-37387961,enhancer_hit,
Kansl3_Heart_E11.5,chr1:36579293-36582396_chr1:37383844-37387961,enhancer_hit,
Kat2b_Heart_Any,chr17:53581958-53585139_chr17:53585772-53589070,enhancer_hit,single
Katnal1_Forebrain_Any,chr5:148907485-148909975_chr5:149560265-149562216,enhancer_hit,
Kcnb1_Forebrain_Any,chr2:165825907-165827304_chr2:165861640-165871050,enhancer_hit,double
Kcnb1_Forebrain_Any,chr2:165861640-165871050_chr2:165872614-165875937,enhancer_hit,single
Kcnb1_Forebrain_E11.5,chr2:165861640-165871050_chr2:165872614-165875937,enhancer_hit,single
Kcnb1_Heart_Any,chr2:165825907-165827304_chr2:165861640-165871050,enhancer_hit,double
Kcnb1_Heart_Any,chr2:165861640-165871050_chr2:165872614-165875937,enhancer_hit,single
Kcnb1_Heart_E11.5,chr2:165861640-165871050_chr2:165872614-165875937,enhancer_hit,single
Kcnb1_Limb_Any,chr2:165861640-165871050_chr2:165872614-165875937,enhancer_hit,single
Kcnb1_Limb_E11.5,chr2:165861640-165871050_chr2:165872614-165875937,enhancer_hit,single
Kcnh3_Forebrain_Any,chr15:99017071-99019919_chr15:99439063-99442110,enhancer_hit,single
Kcnh3_Forebrain_Any,chr15:99439063-99442110_chr15:99798016-99799016,enhancer_hit,single
Kcnh3_Limb_Any,chr15:99017071-99019919_chr15:99439063-99442110,enhancer_hit,single
Kcnh3_Limb_E11.5,chr15:99017071-99019919_chr15:99439063-99442110,enhancer_hit,single
Kcnj15_Heart_Any,chr16:95398415-95399758_chr16:95759099-95761186,enhancer_hit,single
Kcnk3_Heart_Any,chr5:30242948-30244567_chr5:30591189-30596167,enhancer_hit,single
Kcnk3_Heart_Any,chr5:30242948-30244567_chr5:31015409-31016837,enhancer_hit,single
Kcnk3_Heart_E11.5,chr5:30242948-30244567_chr5:30591189-30596167,enhancer_hit,single
Kcnk3_Heart_E11.5,chr5:30242948-30244567_chr5:31015409-31016837,enhancer_hit,single
Kcnn4_Heart_Any,chr7:24372762-24381006_chr7:24381737-24385386,enhancer_hit,
Kcnn4_Heart_E11.5,chr7:24372762-24381006_chr7:24381737-24385386,enhancer_hit,
Kcnq1_Heart_Any,chr7:143117943-143126099_chr7:143355498-143359296,enhancer_hit,single
Kcnq1_Heart_E11.5,chr7:143117943-143126099_chr7:143355498-143359296,enhancer_hit,single
Kdr_Heart_Any,chr5:75895869-75897848_chr5:77126196-77127759,enhancer_hit,single
Kdr_Heart_E11.5,chr5:75895869-75897848_chr5:77126196-77127759,enhancer_hit,single
Kif13a_Heart_Any,chr13:46839101-46843066_chr13:46915816-46922788,enhancer_hit,
Kif13a_Heart_Any,chr13:46871343-46875264_chr13:46907103-46912951,enhancer_hit,
Kif13a_Heart_Any,chr13:46871343-46875264_chr13:46915816-46922788,enhancer_hit,
Kif13a_Heart_Any,chr13:46875869-46878189_chr13:46907103-46912951,enhancer_hit,single
Kif13a_Heart_Any,chr13:46907103-46912951_chr13:46915816-46922788,enhancer_hit,
Kif13a_Heart_E11.5,chr13:46871343-46875264_chr13:46907103-46912951,enhancer_hit,
Kif13a_Heart_E11.5,chr13:46871343-46875264_chr13:46915816-46922788,enhancer_hit,
Kif13a_Heart_E11.5,chr13:46875869-46878189_chr13:46907103-46912951,enhancer_hit,single
Kif13a_Heart_E11.5,chr13:46907103-46912951_chr13:46915816-46922788,enhancer_hit,
Kif1b_Forebrain_Any,chr4:149254049-149257446_chr4:149317212-149319984,enhancer_hit,single
Kif20a_Heart_Any,chr18:34382182-34383831_chr18:34633577-34635354,enhancer_hit,single
Kif21a_Forebrain_Any,chr15:91010219-91020913_chr15:91088542-91092982,enhancer_hit,
Kif21a_Forebrain_E11.5,chr15:91010219-91020913_chr15:91088542-91092982,enhancer_hit,
Kif26b_Heart_Any,chr1:178714941-178717857_chr1:179197186-179199445,enhancer_hit,
Kif26b_Heart_E11.5,chr1:178714941-178717857_chr1:179197186-179199445,enhancer_hit,
Kif26b_Limb_Any,chr1:179080650-179081650_chr1:179094631-179098201,enhancer_hit,
Kif26b_Limb_Any,chr1:179094631-179098201_chr1:179142668-179145573,enhancer_hit,
Kif26b_Limb_Any,chr1:179094631-179098201_chr1:179197186-179199445,enhancer_hit,
Kif26b_Limb_Any,chr1:179142668-179145573_chr1:179197186-179199445,enhancer_hit,
Kif26b_Limb_E11.5,chr1:179080650-179081650_chr1:179094631-179098201,enhancer_hit,
Kif26b_Limb_E11.5,chr1:179094631-179098201_chr1:179142668-179145573,enhancer_hit,
Kif26b_Limb_E11.5,chr1:179094631-179098201_chr1:179197186-179199445,enhancer_hit,
Kif26b_Limb_E11.5,chr1:179142668-179145573_chr1:179197186-179199445,enhancer_hit,
Kif3c_Forebrain_Any,chr12:3518275-3519684_chr12:4501381-4504768,enhancer_hit,single
Kif7_Limb_Any,chr7:79857439-79859039_chr7:79866571-79868945,enhancer_hit,single
Kif7_Limb_E11.5,chr7:79857439-79859039_chr7:79866571-79868945,enhancer_hit,single
Kirrel_Limb_Any,chr3:87156800-87162288_chr3:87744444-87746123,enhancer_hit,
Kirrel_Limb_Any,chr3:87164382-87166526_chr3:87744444-87746123,enhancer_hit,
Kirrel_Limb_E11.5,chr3:87156800-87162288_chr3:87744444-87746123,enhancer_hit,
Kirrel_Limb_E11.5,chr3:87164382-87166526_chr3:87744444-87746123,enhancer_hit,
Klf10_Forebrain_Any,chr15:36838356-36844159_chr15:37723142-37727546,enhancer_hit,single
Klf10_Heart_Any,chr15:36838356-36844159_chr15:37723142-37727546,enhancer_hit,single
Klf2_Heart_Any,chr8:72260264-72262011_chr8:72310382-72311901,enhancer_hit,single
Klf2_Heart_Any,chr8:72260264-72262011_chr8:72582914-72585274,enhancer_hit,single
Klf2_Heart_Any,chr8:72260264-72262011_chr8:72586416-72590242,enhancer_hit,single
Klf2_Heart_Any,chr8:72310382-72311901_chr8:72582914-72585274,enhancer_hit,single
Klf2_Heart_Any,chr8:72310382-72311901_chr8:72586416-72590242,enhancer_hit,single
Klf2_Heart_Any,chr8:72582914-72585274_chr8:72586416-72590242,enhancer_hit,single
Klf3_Forebrain_Any,chr5:64340767-64347107_chr5:64499934-64507142,enhancer_hit,single
Klf3_Forebrain_E11.5,chr5:64340767-64347107_chr5:64499934-64507142,enhancer_hit,single
Klf3_Heart_Any,chr5:64340767-64347107_chr5:64499934-64507142,enhancer_hit,single
Klf3_Heart_Any,chr5:64340767-64347107_chr5:64575306-64581933,enhancer_hit,
Klf3_Heart_Any,chr5:64340767-64347107_chr5:64863961-64866953,enhancer_hit,
Klf3_Heart_Any,chr5:64499934-64507142_chr5:64575306-64581933,enhancer_hit,
Klf3_Heart_Any,chr5:64575306-64581933_chr5:64863961-64866953,enhancer_hit,single
Klf3_Heart_E11.5,chr5:64499934-64507142_chr5:64575306-64581933,enhancer_hit,
Klf3_Limb_Any,chr5:64340767-64347107_chr5:64499934-64507142,enhancer_hit,single
Klf3_Limb_Any,chr5:64340767-64347107_chr5:64575306-64581933,enhancer_hit,
Klf3_Limb_Any,chr5:64340767-64347107_chr5:64863961-64866953,enhancer_hit,
Klf3_Limb_Any,chr5:64499934-64507142_chr5:64575306-64581933,enhancer_hit,
Klf3_Limb_Any,chr5:64575306-64581933_chr5:64863961-64866953,enhancer_hit,single
Klf3_Limb_E11.5,chr5:64340767-64347107_chr5:64499934-64507142,enhancer_hit,single
Klhdc1_Heart_Any,chr12:69456012-69459607_chr12:69644917-69647358,enhancer_hit,single
Klhl38_Heart_Any,chr15:58186332-58195914_chr15:58197479-58206035,enhancer_hit,single
Klhl38_Heart_Any,chr15:58186332-58195914_chr15:58207055-58208055,enhancer_hit,single
Klhl38_Heart_Any,chr15:58186332-58195914_chr15:58307891-58309396,enhancer_hit,single
Klhl38_Heart_Any,chr15:58197479-58206035_chr15:58285953-58288199,enhancer_hit,
Klhl38_Heart_Any,chr15:58197479-58206035_chr15:58307891-58309396,enhancer_hit,single
Klhl38_Heart_E11.5,chr15:58186332-58195914_chr15:58197479-58206035,enhancer_hit,single
Klhl38_Heart_E11.5,chr15:58186332-58195914_chr15:58307891-58309396,enhancer_hit,single
Klhl38_Heart_E11.5,chr15:58197479-58206035_chr15:58285953-58288199,enhancer_hit,
Klhl38_Heart_E11.5,chr15:58197479-58206035_chr15:58307891-58309396,enhancer_hit,single
Klrb1_Forebrain_Any,chr6:128759826-128761932_chr6:128797633-128800565,enhancer_hit,double
Klrb1_Heart_Any,chr6:128759826-128761932_chr6:128797633-128800565,enhancer_hit,double
Klrb1_Limb_Any,chr6:128759826-128761932_chr6:128797633-128800565,enhancer_hit,double
Klrg2_Forebrain_Any,chr6:39241754-39244933_chr6:39317530-39320041,enhancer_hit,single
Klrg2_Forebrain_Any,chr6:39241754-39244933_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Forebrain_Any,chr6:39317530-39320041_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Heart_Any,chr6:39241754-39244933_chr6:39317530-39320041,enhancer_hit,single
Klrg2_Heart_Any,chr6:39241754-39244933_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Heart_Any,chr6:39241754-39244933_chr6:39554287-39555367,enhancer_hit,single
Klrg2_Heart_Any,chr6:39317530-39320041_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Heart_Any,chr6:39317530-39320041_chr6:39554287-39555367,enhancer_hit,single
Klrg2_Heart_Any,chr6:39514257-39516990_chr6:39554287-39555367,enhancer_hit,single
Klrg2_Heart_E11.5,chr6:39241754-39244933_chr6:39317530-39320041,enhancer_hit,single
Klrg2_Heart_E11.5,chr6:39241754-39244933_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Heart_E11.5,chr6:39317530-39320041_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Limb_Any,chr6:39241754-39244933_chr6:39514257-39516990,enhancer_hit,double
Klrg2_Limb_E11.5,chr6:39241754-39244933_chr6:39514257-39516990,enhancer_hit,double
Kremen1_Heart_Any,chr11:5238571-5246035_chr11:5264058-5267275,enhancer_hit,single
Kremen1_Heart_Any,chr11:5238571-5246035_chr11:5421202-5423098,enhancer_hit,single
Kremen1_Heart_Any,chr11:5264058-5267275_chr11:5430766-5431890,enhancer_hit,single
Kremen1_Heart_E11.5,chr11:5238571-5246035_chr11:5264058-5267275,enhancer_hit,single
Kremen1_Limb_Any,chr11:5238571-5246035_chr11:5421202-5423098,enhancer_hit,single
Krt15_Forebrain_Any,chr11:99054374-99056902_chr11:99112363-99114050,enhancer_hit,single
Krt15_Forebrain_Any,chr11:99054374-99056902_chr11:99131229-99137300,enhancer_hit,single
Krt15_Forebrain_Any,chr11:99054374-99056902_chr11:99146366-99150450,enhancer_hit,
Krt15_Forebrain_Any,chr11:99112363-99114050_chr11:99146366-99150450,enhancer_hit,
Krt15_Forebrain_Any,chr11:99131229-99137300_chr11:99146366-99150450,enhancer_hit,
Krt15_Forebrain_E11.5,chr11:99054374-99056902_chr11:99112363-99114050,enhancer_hit,single
Krt15_Forebrain_E11.5,chr11:99054374-99056902_chr11:99131229-99137300,enhancer_hit,single
Krt15_Forebrain_E11.5,chr11:99054374-99056902_chr11:99146366-99150450,enhancer_hit,
Krt15_Forebrain_E11.5,chr11:99112363-99114050_chr11:99146366-99150450,enhancer_hit,
Krt15_Forebrain_E11.5,chr11:99131229-99137300_chr11:99146366-99150450,enhancer_hit,
Krt15_Heart_Any,chr11:99054374-99056902_chr11:99112363-99114050,enhancer_hit,single
Krt15_Heart_Any,chr11:99054374-99056902_chr11:99131229-99137300,enhancer_hit,single
Krt15_Heart_Any,chr11:99054374-99056902_chr11:99146366-99150450,enhancer_hit,
Krt15_Heart_Any,chr11:99112363-99114050_chr11:99146366-99150450,enhancer_hit,
Krt15_Heart_Any,chr11:99131229-99137300_chr11:99146366-99150450,enhancer_hit,
Krt15_Heart_E11.5,chr11:99112363-99114050_chr11:99146366-99150450,enhancer_hit,
Krt15_Heart_E11.5,chr11:99131229-99137300_chr11:99146366-99150450,enhancer_hit,
Krt15_Limb_Any,chr11:99054374-99056902_chr11:99112363-99114050,enhancer_hit,single
Krt15_Limb_Any,chr11:99054374-99056902_chr11:99131229-99137300,enhancer_hit,single
Krt15_Limb_Any,chr11:99054374-99056902_chr11:99146366-99150450,enhancer_hit,
Krt15_Limb_Any,chr11:99112363-99114050_chr11:99146366-99150450,enhancer_hit,
Krt15_Limb_Any,chr11:99131229-99137300_chr11:99146366-99150450,enhancer_hit,
Krt15_Limb_E11.5,chr11:99054374-99056902_chr11:99112363-99114050,enhancer_hit,single
Krt15_Limb_E11.5,chr11:99054374-99056902_chr11:99131229-99137300,enhancer_hit,single
Krt15_Limb_E11.5,chr11:99054374-99056902_chr11:99146366-99150450,enhancer_hit,
Krt15_Limb_E11.5,chr11:99112363-99114050_chr11:99146366-99150450,enhancer_hit,
Krt15_Limb_E11.5,chr11:99131229-99137300_chr11:99146366-99150450,enhancer_hit,
Krt19_Heart_Any,chr11:100153561-100159032_chr11:100165479-100169454,enhancer_hit,single
Ksr2_Forebrain_Any,chr5:116208041-116210936_chr5:116273714-116275770,enhancer_hit,single
Ksr2_Forebrain_Any,chr5:116208041-116210936_chr5:116322089-116324198,enhancer_hit,
Kxd1_Forebrain_Any,chr8:70196986-70202545_chr8:70550735-70566269,enhancer_hit,single
Kxd1_Heart_Any,chr8:70000494-70002830_chr8:70005123-70006123,enhancer_hit,single
Kxd1_Heart_Any,chr8:70000494-70002830_chr8:70196986-70202545,enhancer_hit,single
Kxd1_Heart_Any,chr8:70000494-70002830_chr8:70218621-70222017,enhancer_hit,single
Kxd1_Heart_Any,chr8:70000494-70002830_chr8:70258002-70259963,enhancer_hit,single
Kxd1_Heart_Any,chr8:70000494-70002830_chr8:70547754-70549006,enhancer_hit,double
Kxd1_Heart_Any,chr8:70000494-70002830_chr8:70550735-70566269,enhancer_hit,double
Kxd1_Heart_Any,chr8:70005123-70006123_chr8:70196986-70202545,enhancer_hit,single
Kxd1_Heart_Any,chr8:70005123-70006123_chr8:70218621-70222017,enhancer_hit,single
Kxd1_Heart_Any,chr8:70005123-70006123_chr8:70547754-70549006,enhancer_hit,double
Kxd1_Heart_Any,chr8:70005123-70006123_chr8:70550735-70566269,enhancer_hit,double
Kxd1_Heart_Any,chr8:70196986-70202545_chr8:70218621-70222017,enhancer_hit,single
Kxd1_Heart_Any,chr8:70196986-70202545_chr8:70258002-70259963,enhancer_hit,
Kxd1_Heart_Any,chr8:70196986-70202545_chr8:70547754-70549006,enhancer_hit,single
Kxd1_Heart_Any,chr8:70196986-70202545_chr8:70550735-70566269,enhancer_hit,single
Kxd1_Heart_Any,chr8:70218621-70222017_chr8:70547754-70549006,enhancer_hit,single
Kxd1_Heart_Any,chr8:70218621-70222017_chr8:70550735-70566269,enhancer_hit,single
Kxd1_Heart_Any,chr8:70258002-70259963_chr8:70550735-70566269,enhancer_hit,
Kxd1_Heart_Any,chr8:70547754-70549006_chr8:70550735-70566269,enhancer_hit,double
Kxd1_Heart_E11.5,chr8:70000494-70002830_chr8:70550735-70566269,enhancer_hit,double
L2hgdh_Heart_Any,chr12:69316844-69319212_chr12:69750751-69752796,enhancer_hit,single
Lad1_Heart_Any,chr1:135792061-135796901_chr1:135806752-135815080,enhancer_hit,
Lad1_Heart_E11.5,chr1:135792061-135796901_chr1:135806752-135815080,enhancer_hit,
Lama4_Limb_Any,chr10:38121268-38123471_chr10:38983394-38987842,enhancer_hit,single
Lamb1_Heart_Any,chr12:31143181-31150156_chr12:31267792-31272809,enhancer_hit,
Lamb1_Heart_Any,chr12:31190281-31192319_chr12:31212954-31214909,enhancer_hit,single
Lamb1_Heart_Any,chr12:31190281-31192319_chr12:31702857-31708114,enhancer_hit,
Lamb1_Heart_Any,chr12:31190281-31192319_chr12:31724734-31726662,enhancer_hit,
Lamb1_Heart_Any,chr12:31212954-31214909_chr12:31298730-31301112,enhancer_hit,
Lamb1_Heart_Any,chr12:31212954-31214909_chr12:31702857-31708114,enhancer_hit,
Lamb1_Heart_Any,chr12:31212954-31214909_chr12:31724734-31726662,enhancer_hit,single
Lamb1_Heart_Any,chr12:31247979-31249739_chr12:31277941-31281725,enhancer_hit,
Lamb1_Heart_Any,chr12:31247979-31249739_chr12:31291322-31297408,enhancer_hit,
Lamb1_Heart_Any,chr12:31267792-31272809_chr12:31277941-31281725,enhancer_hit,
Lamb1_Heart_Any,chr12:31277941-31281725_chr12:31291322-31297408,enhancer_hit,
Lamb1_Heart_Any,chr12:31702857-31708114_chr12:31724734-31726662,enhancer_hit,
Lamb1_Heart_E11.5,chr12:31143181-31150156_chr12:31267792-31272809,enhancer_hit,
Lamb1_Heart_E11.5,chr12:31267792-31272809_chr12:31277941-31281725,enhancer_hit,
Lamb1_Heart_E11.5,chr12:31277941-31281725_chr12:31291322-31297408,enhancer_hit,
Lamb1_Heart_E11.5,chr12:31702857-31708114_chr12:31724734-31726662,enhancer_hit,
Lamb1_Limb_Any,chr12:31190281-31192319_chr12:31217862-31220141,enhancer_hit,single
Lamc1_Heart_Any,chr1:152790309-152794098_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_Any,chr1:153100176-153102046_chr1:153106077-153107077,enhancer_hit,single
Lamc1_Heart_Any,chr1:153100176-153102046_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_Any,chr1:153100176-153102046_chr1:153319487-153323088,enhancer_hit,single
Lamc1_Heart_Any,chr1:153106077-153107077_chr1:153152003-153154438,enhancer_hit,single
Lamc1_Heart_Any,chr1:153106077-153107077_chr1:153223503-153226434,enhancer_hit,single
Lamc1_Heart_Any,chr1:153106077-153107077_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_Any,chr1:153152003-153154438_chr1:153171873-153175692,enhancer_hit,single
Lamc1_Heart_Any,chr1:153152003-153154438_chr1:153223503-153226434,enhancer_hit,single
Lamc1_Heart_Any,chr1:153152003-153154438_chr1:153263748-153269595,enhancer_hit,single
Lamc1_Heart_Any,chr1:153152003-153154438_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_Any,chr1:153152003-153154438_chr1:153353442-153355806,enhancer_hit,single
Lamc1_Heart_Any,chr1:153171873-153175692_chr1:153223503-153226434,enhancer_hit,
Lamc1_Heart_Any,chr1:153171873-153175692_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_Any,chr1:153223503-153226434_chr1:153272514-153283240,enhancer_hit,
Lamc1_Heart_Any,chr1:153263748-153269595_chr1:153272514-153283240,enhancer_hit,
Lamc1_Heart_Any,chr1:153272514-153283240_chr1:153353442-153355806,enhancer_hit,
Lamc1_Heart_E11.5,chr1:152790309-152794098_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_E11.5,chr1:153100176-153102046_chr1:153106077-153107077,enhancer_hit,single
Lamc1_Heart_E11.5,chr1:153100176-153102046_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_E11.5,chr1:153100176-153102046_chr1:153319487-153323088,enhancer_hit,single
Lamc1_Heart_E11.5,chr1:153106077-153107077_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_E11.5,chr1:153171873-153175692_chr1:153272514-153283240,enhancer_hit,single
Lamc1_Heart_E11.5,chr1:153263748-153269595_chr1:153272514-153283240,enhancer_hit,
Lamc1_Limb_Any,chr1:152790309-152794098_chr1:153095576-153097279,enhancer_hit,single
Lamc1_Limb_E11.5,chr1:152790309-152794098_chr1:153095576-153097279,enhancer_hit,single
Lamc2_Heart_Any,chr1:153064344-153066960_chr1:153190698-153193125,enhancer_hit,single
Lamc2_Heart_Any,chr1:153064344-153066960_chr1:153200693-153202181,enhancer_hit,single
Lamc2_Heart_Any,chr1:153139979-153142084_chr1:153190698-153193125,enhancer_hit,single
Lamc2_Heart_Any,chr1:153179887-153181333_chr1:153190698-153193125,enhancer_hit,
Lamc2_Heart_Any,chr1:153200693-153202181_chr1:153291121-153293943,enhancer_hit,
Lamc2_Limb_Any,chr1:153179887-153181333_chr1:153190698-153193125,enhancer_hit,
Lats2_Heart_Any,chr14:57877806-57879059_chr14:57886489-57887750,enhancer_hit,double
Lclat1_Heart_Any,chr17:73011761-73017484_chr17:73163425-73164425,enhancer_hit,single
Ldlrad4_Forebrain_Any,chr18:68129058-68132503_chr18:68193653-68201566,enhancer_hit,
Ldlrad4_Heart_Any,chr18:67937784-67940020_chr18:68149044-68150125,enhancer_hit,single
Ldlrad4_Heart_Any,chr18:67983756-67986965_chr18:68149044-68150125,enhancer_hit,
Ldlrad4_Heart_Any,chr18:68047173-68049922_chr18:68193653-68201566,enhancer_hit,
Ldlrad4_Heart_Any,chr18:68129058-68132503_chr18:68193653-68201566,enhancer_hit,
Ldlrap1_Heart_Any,chr4:134272701-134274725_chr4:134733499-134736977,enhancer_hit,single
Ldlrap1_Heart_Any,chr4:134272701-134274725_chr4:134758476-134765524,enhancer_hit,single
Ldlrap1_Heart_Any,chr4:134272701-134274725_chr4:135285326-135288175,enhancer_hit,single
Ldlrap1_Heart_Any,chr4:134272701-134274725_chr4:135311915-135315685,enhancer_hit,single
Ldlrap1_Heart_Any,chr4:134733499-134736977_chr4:134758476-134765524,enhancer_hit,single
Ldlrap1_Heart_Any,chr4:134733499-134736977_chr4:135285326-135288175,enhancer_hit,double
Ldlrap1_Heart_Any,chr4:134733499-134736977_chr4:135311915-135315685,enhancer_hit,double
Ldlrap1_Heart_Any,chr4:134758476-134765524_chr4:135285326-135288175,enhancer_hit,single
Ldlrap1_Heart_Any,chr4:134758476-134765524_chr4:135311915-135315685,enhancer_hit,single
Ldlrap1_Heart_E11.5,chr4:134272701-134274725_chr4:134758476-134765524,enhancer_hit,single
Ldlrap1_Heart_E11.5,chr4:134272701-134274725_chr4:135285326-135288175,enhancer_hit,single
Ldlrap1_Heart_E11.5,chr4:134272701-134274725_chr4:135311915-135315685,enhancer_hit,single
Ldlrap1_Heart_E11.5,chr4:134758476-134765524_chr4:135285326-135288175,enhancer_hit,single
Ldlrap1_Heart_E11.5,chr4:134758476-134765524_chr4:135311915-135315685,enhancer_hit,single
Ldlrap1_Limb_Any,chr4:134733499-134736977_chr4:135311915-135315685,enhancer_hit,double
Lemd1_Forebrain_Any,chr1:132167288-132169375_chr1:132430312-132432400,enhancer_hit,single
Lemd1_Forebrain_Any,chr1:132211870-132214012_chr1:132430312-132432400,enhancer_hit,single
Lemd3_Limb_Any,chr10:121393283-121395404_chr10:121504630-121507883,enhancer_hit,single
Lemd3_Limb_E11.5,chr10:121393283-121395404_chr10:121504630-121507883,enhancer_hit,single
Lgals9_Heart_Any,chr11:79086301-79090112_chr11:79526290-79528088,enhancer_hit,single
Lgr4_Heart_Any,chr2:109952954-109956525_chr2:109988033-109993118,enhancer_hit,
Lgr4_Heart_Any,chr2:109952954-109956525_chr2:110185914-110194388,enhancer_hit,
Lgr4_Heart_Any,chr2:109963365-109964365_chr2:110185914-110194388,enhancer_hit,
Lgr4_Heart_Any,chr2:109982969-109987040_chr2:109988033-109993118,enhancer_hit,
Lgr4_Heart_Any,chr2:109982969-109987040_chr2:110185914-110194388,enhancer_hit,
Lgr4_Heart_Any,chr2:109988033-109993118_chr2:110185914-110194388,enhancer_hit,
Lgr4_Heart_Any,chr2:110035992-110038633_chr2:110185914-110194388,enhancer_hit,
Lgr4_Heart_E11.5,chr2:109988033-109993118_chr2:110185914-110194388,enhancer_hit,
Lgr4_Heart_E11.5,chr2:110035992-110038633_chr2:110185914-110194388,enhancer_hit,
Lgr4_Limb_Any,chr2:109988033-109993118_chr2:110185914-110194388,enhancer_hit,
Lgr4_Limb_Any,chr2:110035992-110038633_chr2:110185914-110194388,enhancer_hit,
Lgr4_Limb_E11.5,chr2:109988033-109993118_chr2:110185914-110194388,enhancer_hit,
Lgr6_Heart_Any,chr1:134858028-134861620_chr1:134908294-134916023,enhancer_hit,single
Lgr6_Heart_Any,chr1:134858028-134861620_chr1:134930650-134937397,enhancer_hit,single
Lgr6_Heart_Any,chr1:134858028-134861620_chr1:134949379-134951073,enhancer_hit,single
Lgr6_Heart_Any,chr1:134858028-134861620_chr1:135097489-135099845,enhancer_hit,single
Lgr6_Heart_Any,chr1:134908294-134916023_chr1:134930650-134937397,enhancer_hit,single
Lgr6_Heart_Any,chr1:134908294-134916023_chr1:134949379-134951073,enhancer_hit,single
Lgr6_Heart_Any,chr1:134908294-134916023_chr1:135097489-135099845,enhancer_hit,single
Lgr6_Heart_Any,chr1:134930650-134937397_chr1:134940062-134941644,enhancer_hit,single
Lgr6_Heart_Any,chr1:134930650-134937397_chr1:134949379-134951073,enhancer_hit,single
Lgr6_Heart_Any,chr1:134930650-134937397_chr1:135097489-135099845,enhancer_hit,single
Lgr6_Heart_Any,chr1:134949379-134951073_chr1:135097489-135099845,enhancer_hit,single
Lgr6_Heart_E11.5,chr1:134858028-134861620_chr1:134908294-134916023,enhancer_hit,single
Lhfp_Heart_Any,chr3:53083465-53084564_chr3:53257974-53259706,enhancer_hit,
Lhx5_Forebrain_Any,chr5:120205511-120207529_chr5:120210000-120211695,enhancer_hit,single
Lhx5_Forebrain_Any,chr5:120217009-120218657_chr5:120228534-120233550,enhancer_hit,single
Lhx5_Forebrain_Any,chr5:120217009-120218657_chr5:120393104-120394662,enhancer_hit,single
Lhx5_Forebrain_Any,chr5:120228534-120233550_chr5:120279460-120282461,enhancer_hit,single
Lhx5_Forebrain_Any,chr5:120228534-120233550_chr5:120283831-120285225,enhancer_hit,
Lhx5_Forebrain_Any,chr5:120228534-120233550_chr5:120370877-120372249,enhancer_hit,
Lhx5_Forebrain_Any,chr5:120228534-120233550_chr5:120393104-120394662,enhancer_hit,single
Lhx5_Forebrain_Any,chr5:120228534-120233550_chr5:120434269-120441143,enhancer_hit,
Lhx5_Forebrain_Any,chr5:120283831-120285225_chr5:120370877-120372249,enhancer_hit,
Lhx5_Forebrain_Any,chr5:120364773-120367191_chr5:120393104-120394662,enhancer_hit,
Lhx5_Forebrain_E11.5,chr5:120228534-120233550_chr5:120279460-120282461,enhancer_hit,single
Lhx5_Forebrain_E11.5,chr5:120228534-120233550_chr5:120283831-120285225,enhancer_hit,
