gene_label	pair_dir	enhancer_role	enhancer_id	chrom	start	end	fasta_path	length
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16802761-16803112	RIGHT	chr3R:16802761-16803112	chr3R	16802761	16803112	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16802761-16803112/enhancers/chr3R_16802761-16803112.fa	351
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16857769-16858049	LEFT	chr3R:16756098-16756427	chr3R	16756098	16756427	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16857769-16858049/enhancers/chr3R_16756098-16756427.fa	329
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16857769-16858049	RIGHT	chr3R:16857769-16858049	chr3R	16857769	16858049	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16857769-16858049/enhancers/chr3R_16857769-16858049.fa	280
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16878885-16879147	LEFT	chr3R:16756098-16756427	chr3R	16756098	16756427	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16878885-16879147/enhancers/chr3R_16756098-16756427.fa	329
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16878885-16879147	RIGHT	chr3R:16878885-16879147	chr3R	16878885	16879147	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16878885-16879147/enhancers/chr3R_16878885-16879147.fa	262
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16882506-16882728	LEFT	chr3R:16756098-16756427	chr3R	16756098	16756427	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16882506-16882728/enhancers/chr3R_16756098-16756427.fa	329
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16882506-16882728	RIGHT	chr3R:16882506-16882728	chr3R	16882506	16882728	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16882506-16882728/enhancers/chr3R_16882506-16882728.fa	222
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16920451-16920854	LEFT	chr3R:16756098-16756427	chr3R	16756098	16756427	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16920451-16920854/enhancers/chr3R_16756098-16756427.fa	329
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16920451-16920854	RIGHT	chr3R:16920451-16920854	chr3R	16920451	16920854	FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16920451-16920854/enhancers/chr3R_16920451-16920854.fa	403
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16802761-16803112	LEFT	chr3R:16764121-16764485	chr3R	16764121	16764485	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16802761-16803112/enhancers/chr3R_16764121-16764485.fa	364
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16802761-16803112	RIGHT	chr3R:16802761-16803112	chr3R	16802761	16803112	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16802761-16803112/enhancers/chr3R_16802761-16803112.fa	351
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049	LEFT	chr3R:16764121-16764485	chr3R	16764121	16764485	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049/enhancers/chr3R_16764121-16764485.fa	364
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049	RIGHT	chr3R:16857769-16858049	chr3R	16857769	16858049	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049/enhancers/chr3R_16857769-16858049.fa	280
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147	LEFT	chr3R:16764121-16764485	chr3R	16764121	16764485	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147/enhancers/chr3R_16764121-16764485.fa	364
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147	RIGHT	chr3R:16878885-16879147	chr3R	16878885	16879147	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147/enhancers/chr3R_16878885-16879147.fa	262
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728	LEFT	chr3R:16764121-16764485	chr3R	16764121	16764485	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728/enhancers/chr3R_16764121-16764485.fa	364
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728	RIGHT	chr3R:16882506-16882728	chr3R	16882506	16882728	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728/enhancers/chr3R_16882506-16882728.fa	222
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16920451-16920854	LEFT	chr3R:16764121-16764485	chr3R	16764121	16764485	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16920451-16920854/enhancers/chr3R_16764121-16764485.fa	364
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16920451-16920854	RIGHT	chr3R:16920451-16920854	chr3R	16920451	16920854	FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16920451-16920854/enhancers/chr3R_16920451-16920854.fa	403
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16857769-16858049	LEFT	chr3R:16802761-16803112	chr3R	16802761	16803112	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16857769-16858049/enhancers/chr3R_16802761-16803112.fa	351
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16857769-16858049	RIGHT	chr3R:16857769-16858049	chr3R	16857769	16858049	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16857769-16858049/enhancers/chr3R_16857769-16858049.fa	280
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16878885-16879147	LEFT	chr3R:16802761-16803112	chr3R	16802761	16803112	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16878885-16879147/enhancers/chr3R_16802761-16803112.fa	351
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16878885-16879147	RIGHT	chr3R:16878885-16879147	chr3R	16878885	16879147	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16878885-16879147/enhancers/chr3R_16878885-16879147.fa	262
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16882506-16882728	LEFT	chr3R:16802761-16803112	chr3R	16802761	16803112	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16882506-16882728/enhancers/chr3R_16802761-16803112.fa	351
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16882506-16882728	RIGHT	chr3R:16882506-16882728	chr3R	16882506	16882728	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16882506-16882728/enhancers/chr3R_16882506-16882728.fa	222
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16920451-16920854	LEFT	chr3R:16802761-16803112	chr3R	16802761	16803112	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16920451-16920854/enhancers/chr3R_16802761-16803112.fa	351
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16920451-16920854	RIGHT	chr3R:16920451-16920854	chr3R	16920451	16920854	FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16920451-16920854/enhancers/chr3R_16920451-16920854.fa	403
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16878885-16879147	LEFT	chr3R:16857769-16858049	chr3R	16857769	16858049	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16878885-16879147/enhancers/chr3R_16857769-16858049.fa	280
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16878885-16879147	RIGHT	chr3R:16878885-16879147	chr3R	16878885	16879147	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16878885-16879147/enhancers/chr3R_16878885-16879147.fa	262
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16882506-16882728	LEFT	chr3R:16857769-16858049	chr3R	16857769	16858049	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16882506-16882728/enhancers/chr3R_16857769-16858049.fa	280
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16882506-16882728	RIGHT	chr3R:16882506-16882728	chr3R	16882506	16882728	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16882506-16882728/enhancers/chr3R_16882506-16882728.fa	222
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16920451-16920854	LEFT	chr3R:16857769-16858049	chr3R	16857769	16858049	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16920451-16920854/enhancers/chr3R_16857769-16858049.fa	280
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16920451-16920854	RIGHT	chr3R:16920451-16920854	chr3R	16920451	16920854	FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16920451-16920854/enhancers/chr3R_16920451-16920854.fa	403
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16882506-16882728	LEFT	chr3R:16878885-16879147	chr3R	16878885	16879147	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16882506-16882728/enhancers/chr3R_16878885-16879147.fa	262
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16882506-16882728	RIGHT	chr3R:16882506-16882728	chr3R	16882506	16882728	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16882506-16882728/enhancers/chr3R_16882506-16882728.fa	222
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16920451-16920854	LEFT	chr3R:16878885-16879147	chr3R	16878885	16879147	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16920451-16920854/enhancers/chr3R_16878885-16879147.fa	262
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16920451-16920854	RIGHT	chr3R:16920451-16920854	chr3R	16920451	16920854	FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16920451-16920854/enhancers/chr3R_16920451-16920854.fa	403
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16882506-16882728__chr3R_16920451-16920854	LEFT	chr3R:16882506-16882728	chr3R	16882506	16882728	FBgn0000014_Spearman/chr3R_16882506-16882728__chr3R_16920451-16920854/enhancers/chr3R_16882506-16882728.fa	222
FBgn0000014_Spearman	FBgn0000014_Spearman/chr3R_16882506-16882728__chr3R_16920451-16920854	RIGHT	chr3R:16920451-16920854	chr3R	16920451	16920854	FBgn0000014_Spearman/chr3R_16882506-16882728__chr3R_16920451-16920854/enhancers/chr3R_16920451-16920854.fa	403
FBgn0000046_Spearman	FBgn0000046_Spearman/chr3R_13428342-13429087__chr3R_13450374-13450711	LEFT	chr3R:13428342-13429087	chr3R	13428342	13429087	FBgn0000046_Spearman/chr3R_13428342-13429087__chr3R_13450374-13450711/enhancers/chr3R_13428342-13429087.fa	745
FBgn0000046_Spearman	FBgn0000046_Spearman/chr3R_13428342-13429087__chr3R_13450374-13450711	RIGHT	chr3R:13450374-13450711	chr3R	13450374	13450711	FBgn0000046_Spearman/chr3R_13428342-13429087__chr3R_13450374-13450711/enhancers/chr3R_13450374-13450711.fa	337
FBgn0000116_Spearman	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336	LEFT	chr3L:9019828-9020140	chr3L	9019828	9020140	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336/enhancers/chr3L_9019828-9020140.fa	312
FBgn0000116_Spearman	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336	RIGHT	chr3L:9021970-9022336	chr3L	9021970	9022336	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336/enhancers/chr3L_9021970-9022336.fa	366
FBgn0000116_Spearman	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945	LEFT	chr3L:9019828-9020140	chr3L	9019828	9020140	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945/enhancers/chr3L_9019828-9020140.fa	312
FBgn0000116_Spearman	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945	RIGHT	chr3L:9024467-9024945	chr3L	9024467	9024945	FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945/enhancers/chr3L_9024467-9024945.fa	478
FBgn0000116_Spearman	FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945	LEFT	chr3L:9021970-9022336	chr3L	9021970	9022336	FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945/enhancers/chr3L_9021970-9022336.fa	366
FBgn0000116_Spearman	FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945	RIGHT	chr3L:9024467-9024945	chr3L	9024467	9024945	FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945/enhancers/chr3L_9024467-9024945.fa	478
FBgn0000180_Spearman	FBgn0000180_Spearman/chr2L_9988598-9989094__chr2L_9989401-9989775	LEFT	chr2L:9988598-9989094	chr2L	9988598	9989094	FBgn0000180_Spearman/chr2L_9988598-9989094__chr2L_9989401-9989775/enhancers/chr2L_9988598-9989094.fa	496
FBgn0000180_Spearman	FBgn0000180_Spearman/chr2L_9988598-9989094__chr2L_9989401-9989775	RIGHT	chr2L:9989401-9989775	chr2L	9989401	9989775	FBgn0000180_Spearman/chr2L_9988598-9989094__chr2L_9989401-9989775/enhancers/chr2L_9989401-9989775.fa	374
FBgn0000181_Spearman	FBgn0000181_Spearman/chr2R_12485374-12485574__chr2R_12496961-12497161	LEFT	chr2R:12485374-12485574	chr2R	12485374	12485574	FBgn0000181_Spearman/chr2R_12485374-12485574__chr2R_12496961-12497161/enhancers/chr2R_12485374-12485574.fa	200
FBgn0000181_Spearman	FBgn0000181_Spearman/chr2R_12485374-12485574__chr2R_12496961-12497161	RIGHT	chr2R:12496961-12497161	chr2R	12496961	12497161	FBgn0000181_Spearman/chr2R_12485374-12485574__chr2R_12496961-12497161/enhancers/chr2R_12496961-12497161.fa	200
FBgn0000406_Spearman	FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631	LEFT	chr2L:16757034-16757234	chr2L	16757034	16757234	FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631/enhancers/chr2L_16757034-16757234.fa	200
FBgn0000406_Spearman	FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631	RIGHT	chr2L:16764311-16764631	chr2L	16764311	16764631	FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631/enhancers/chr2L_16764311-16764631.fa	320
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19317230-19317464	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19317230-19317464/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19317230-19317464	RIGHT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19317230-19317464/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19326610-19326911	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19326610-19326911/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19326610-19326911	RIGHT	chr3R:19326610-19326911	chr3R	19326610	19326911	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19326610-19326911/enhancers/chr3R_19326610-19326911.fa	301
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19329924-19330208	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19329924-19330208/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19329924-19330208	RIGHT	chr3R:19329924-19330208	chr3R	19329924	19330208	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19329924-19330208/enhancers/chr3R_19329924-19330208.fa	284
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19332565-19332811	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19332565-19332811/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19332565-19332811	RIGHT	chr3R:19332565-19332811	chr3R	19332565	19332811	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19332565-19332811/enhancers/chr3R_19332565-19332811.fa	246
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19339027-19339227	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19339027-19339227/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19339027-19339227	RIGHT	chr3R:19339027-19339227	chr3R	19339027	19339227	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19339027-19339227/enhancers/chr3R_19339027-19339227.fa	200
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970	RIGHT	chr3R:19340770-19340970	chr3R	19340770	19340970	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970/enhancers/chr3R_19340770-19340970.fa	200
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343351-19343609	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343351-19343609/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343351-19343609	RIGHT	chr3R:19343351-19343609	chr3R	19343351	19343609	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343351-19343609/enhancers/chr3R_19343351-19343609.fa	258
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343988-19344362	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343988-19344362/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343988-19344362	RIGHT	chr3R:19343988-19344362	chr3R	19343988	19344362	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343988-19344362/enhancers/chr3R_19343988-19344362.fa	374
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19346468-19346888	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19346468-19346888/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19346468-19346888	RIGHT	chr3R:19346468-19346888	chr3R	19346468	19346888	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19346468-19346888/enhancers/chr3R_19346468-19346888.fa	420
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19350401-19350687	LEFT	chr3R:19287679-19287954	chr3R	19287679	19287954	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19350401-19350687/enhancers/chr3R_19287679-19287954.fa	275
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19350401-19350687	RIGHT	chr3R:19350401-19350687	chr3R	19350401	19350687	FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19350401-19350687/enhancers/chr3R_19350401-19350687.fa	286
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911	RIGHT	chr3R:19326610-19326911	chr3R	19326610	19326911	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911/enhancers/chr3R_19326610-19326911.fa	301
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19329924-19330208	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19329924-19330208/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19329924-19330208	RIGHT	chr3R:19329924-19330208	chr3R	19329924	19330208	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19329924-19330208/enhancers/chr3R_19329924-19330208.fa	284
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811	RIGHT	chr3R:19332565-19332811	chr3R	19332565	19332811	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811/enhancers/chr3R_19332565-19332811.fa	246
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19339027-19339227	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19339027-19339227/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19339027-19339227	RIGHT	chr3R:19339027-19339227	chr3R	19339027	19339227	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19339027-19339227/enhancers/chr3R_19339027-19339227.fa	200
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19340770-19340970	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19340770-19340970/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19340770-19340970	RIGHT	chr3R:19340770-19340970	chr3R	19340770	19340970	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19340770-19340970/enhancers/chr3R_19340770-19340970.fa	200
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343351-19343609	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343351-19343609/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343351-19343609	RIGHT	chr3R:19343351-19343609	chr3R	19343351	19343609	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343351-19343609/enhancers/chr3R_19343351-19343609.fa	258
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343988-19344362	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343988-19344362/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343988-19344362	RIGHT	chr3R:19343988-19344362	chr3R	19343988	19344362	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343988-19344362/enhancers/chr3R_19343988-19344362.fa	374
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19346468-19346888	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19346468-19346888/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19346468-19346888	RIGHT	chr3R:19346468-19346888	chr3R	19346468	19346888	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19346468-19346888/enhancers/chr3R_19346468-19346888.fa	420
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19350401-19350687	LEFT	chr3R:19317230-19317464	chr3R	19317230	19317464	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19350401-19350687/enhancers/chr3R_19317230-19317464.fa	234
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19350401-19350687	RIGHT	chr3R:19350401-19350687	chr3R	19350401	19350687	FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19350401-19350687/enhancers/chr3R_19350401-19350687.fa	286
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19329924-19330208	LEFT	chr3R:19326610-19326911	chr3R	19326610	19326911	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19329924-19330208/enhancers/chr3R_19326610-19326911.fa	301
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19329924-19330208	RIGHT	chr3R:19329924-19330208	chr3R	19329924	19330208	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19329924-19330208/enhancers/chr3R_19329924-19330208.fa	284
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19332565-19332811	LEFT	chr3R:19326610-19326911	chr3R	19326610	19326911	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19332565-19332811/enhancers/chr3R_19326610-19326911.fa	301
FBgn0000463_Spearman	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19332565-19332811	RIGHT	chr3R:19332565-19332811	chr3R	19332565	19332811	FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19332565-19332811/enhancers/chr3R_19332565-19332811.fa	246
