gene_label	pair_dir	enhancer_id	flank_side	chrom	start	end	length	is_intervening_inner	restricted_by_other_enhancers	truncated_at_boundary	softmasked_bases	masked_source	fasta_path
FBgn0045759_vm	FBgn0045759_vm/chr3L_6959693-6959979__chr3L_6968332-6968548	chr3L:6968332-6968548	RIGHT	chr3L	6968548	6971048	2500	0	0	0	32	RepeatMasker	FBgn0045759_vm/chr3L_6959693-6959979__chr3L_6968332-6968548/chr3L_6968548-6971048_RIGHT.fa
FBgn0045759_vm	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548	chr3L:6961086-6961344	LEFT	chr3L	6959979	6961086	1107	0	1	0	0	RepeatMasker	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548/chr3L_6959979-6961086_LEFT.fa
FBgn0045759_vm	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548	chr3L:6961086-6961344	RIGHT	chr3L	6961344	6963844	2500	0	0	0	19	RepeatMasker	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548/chr3L_6961344-6963844_RIGHT.fa
FBgn0045759_vm	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548	chr3L:6968332-6968548	LEFT	chr3L	6965832	6968332	2500	0	0	0	45	RepeatMasker	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548/chr3L_6965832-6968332_LEFT.fa
FBgn0045759_vm	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548	chr3L:6968332-6968548	RIGHT	chr3L	6968548	6971048	2500	0	0	0	32	RepeatMasker	FBgn0045759_vm/chr3L_6961086-6961344__chr3L_6968332-6968548/chr3L_6968548-6971048_RIGHT.fa
FBgn0051368_vm	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670	chr3R:11851860-11852150	LEFT	chr3R	11849360	11851860	2500	0	0	0	157	RepeatMasker	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670/chr3R_11849360-11851860_LEFT.fa
FBgn0051368_vm	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670	chr3R:11851860-11852150	RIGHT	chr3R	11852150	11852470	320	1	0	0	0	RepeatMasker	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670/chr3R_11852150-11852470_RIGHT.fa
FBgn0051368_vm	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670	chr3R:11852470-11852670	LEFT	chr3R	11852150	11852470	320	1	0	0	0	RepeatMasker	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670/chr3R_11852150-11852470_LEFT.fa
FBgn0051368_vm	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670	chr3R:11852470-11852670	RIGHT	chr3R	11852670	11855170	2500	0	0	0	0	RepeatMasker	FBgn0051368_vm/chr3R_11851860-11852150__chr3R_11852470-11852670/chr3R_11852670-11855170_RIGHT.fa
FBgn0051536_vm	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492	chr3R:4974418-4974807	LEFT	chr3R	4971918	4974418	2500	0	0	0	142	RepeatMasker	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492/chr3R_4971918-4974418_LEFT.fa
FBgn0051536_vm	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492	chr3R:4974418-4974807	RIGHT	chr3R	4974807	4977307	2500	0	0	0	552	RepeatMasker	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492/chr3R_4974807-4977307_RIGHT.fa
FBgn0051536_vm	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492	chr3R:4992040-4992492	LEFT	chr3R	4989540	4992040	2500	0	0	0	0	RepeatMasker	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492/chr3R_4989540-4992040_LEFT.fa
FBgn0051536_vm	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492	chr3R:4992040-4992492	RIGHT	chr3R	4992492	4994992	2500	0	0	0	98	RepeatMasker	FBgn0051536_vm/chr3R_4974418-4974807__chr3R_4992040-4992492/chr3R_4992492-4994992_RIGHT.fa
FBgn0053144_vm	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401	chr2R:10362752-10363059	LEFT	chr2R	10360252	10362752	2500	0	0	0	52	RepeatMasker	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401/chr2R_10360252-10362752_LEFT.fa
FBgn0053144_vm	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401	chr2R:10362752-10363059	RIGHT	chr2R	10363059	10365559	2500	0	0	0	24	RepeatMasker	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401/chr2R_10363059-10365559_RIGHT.fa
FBgn0053144_vm	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401	chr2R:10400185-10400401	LEFT	chr2R	10397685	10400185	2500	0	0	0	72	RepeatMasker	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401/chr2R_10397685-10400185_LEFT.fa
FBgn0053144_vm	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401	chr2R:10400185-10400401	RIGHT	chr2R	10400401	10402901	2500	0	0	0	121	RepeatMasker	FBgn0053144_vm/chr2R_10362752-10363059__chr2R_10400185-10400401/chr2R_10400401-10402901_RIGHT.fa
FBgn0053207_vm	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034	chr3R:15644040-15644368	LEFT	chr3R	15641540	15644040	2500	0	0	0	67	RepeatMasker	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034/chr3R_15641540-15644040_LEFT.fa
FBgn0053207_vm	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034	chr3R:15644040-15644368	RIGHT	chr3R	15644368	15646868	2500	0	0	0	25	RepeatMasker	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034/chr3R_15644368-15646868_RIGHT.fa
FBgn0053207_vm	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034	chr3R:15664641-15665034	LEFT	chr3R	15662141	15664641	2500	0	0	0	21	RepeatMasker	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034/chr3R_15662141-15664641_LEFT.fa
FBgn0053207_vm	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034	chr3R:15664641-15665034	RIGHT	chr3R	15665034	15667534	2500	0	0	0	64	RepeatMasker	FBgn0053207_vm/chr3R_15644040-15644368__chr3R_15664641-15665034/chr3R_15665034-15667534_RIGHT.fa
FBgn0083981_vm	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464	chrX:20583131-20583750	LEFT	chrX	20580631	20583131	2500	0	0	0	75	RepeatMasker	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464/chrX_20580631-20583131_LEFT.fa
FBgn0083981_vm	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464	chrX:20583131-20583750	RIGHT	chrX	20583750	20587174	3424	1	0	0	181	RepeatMasker	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464/chrX_20583750-20587174_RIGHT.fa
FBgn0083981_vm	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464	chrX:20587174-20587464	LEFT	chrX	20583750	20587174	3424	1	0	0	181	RepeatMasker	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464/chrX_20583750-20587174_LEFT.fa
FBgn0083981_vm	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464	chrX:20587174-20587464	RIGHT	chrX	20587464	20589964	2500	0	0	0	74	RepeatMasker	FBgn0083981_vm/chrX_20583131-20583750__chrX_20587174-20587464/chrX_20587464-20589964_RIGHT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609	chr3R:16234208-16234580	LEFT	chr3R	16231708	16234208	2500	0	0	0	68	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609/chr3R_16231708-16234208_LEFT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609	chr3R:16234208-16234580	RIGHT	chr3R	16234580	16237080	2500	0	0	0	459	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609/chr3R_16234580-16237080_RIGHT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609	chr3R:16249888-16250609	LEFT	chr3R	16247388	16249888	2500	0	0	0	172	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609/chr3R_16247388-16249888_LEFT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609	chr3R:16249888-16250609	RIGHT	chr3R	16250609	16253109	2500	0	0	0	115	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16249888-16250609/chr3R_16250609-16253109_RIGHT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613	chr3R:16234208-16234580	LEFT	chr3R	16231708	16234208	2500	0	0	0	68	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613/chr3R_16231708-16234208_LEFT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613	chr3R:16234208-16234580	RIGHT	chr3R	16234580	16237080	2500	0	0	0	459	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613/chr3R_16234580-16237080_RIGHT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613	chr3R:16281158-16281613	LEFT	chr3R	16278658	16281158	2500	0	0	0	67	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613/chr3R_16278658-16281158_LEFT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613	chr3R:16281158-16281613	RIGHT	chr3R	16281613	16284113	2500	0	0	0	145	RepeatMasker	FBgn0261286_vm/chr3R_16234208-16234580__chr3R_16281158-16281613/chr3R_16281613-16284113_RIGHT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613	chr3R:16249888-16250609	LEFT	chr3R	16247388	16249888	2500	0	0	0	172	RepeatMasker	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613/chr3R_16247388-16249888_LEFT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613	chr3R:16249888-16250609	RIGHT	chr3R	16250609	16253109	2500	0	0	0	115	RepeatMasker	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613/chr3R_16250609-16253109_RIGHT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613	chr3R:16281158-16281613	LEFT	chr3R	16278658	16281158	2500	0	0	0	67	RepeatMasker	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613/chr3R_16278658-16281158_LEFT.fa
FBgn0261286_vm	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613	chr3R:16281158-16281613	RIGHT	chr3R	16281613	16284113	2500	0	0	0	145	RepeatMasker	FBgn0261286_vm/chr3R_16249888-16250609__chr3R_16281158-16281613/chr3R_16281613-16284113_RIGHT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384	chr2L:11415248-11415544	LEFT	chr2L	11412748	11415248	2500	0	0	0	35	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384/chr2L_11412748-11415248_LEFT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384	chr2L:11415248-11415544	RIGHT	chr2L	11415544	11418044	2500	0	0	0	177	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384/chr2L_11415544-11418044_RIGHT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384	chr2L:11452852-11453384	LEFT	chr2L	11450352	11452852	2500	0	0	0	30	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384/chr2L_11450352-11452852_LEFT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384	chr2L:11452852-11453384	RIGHT	chr2L	11453384	11455884	2500	0	0	0	50	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11452852-11453384/chr2L_11453384-11455884_RIGHT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020	chr2L:11415248-11415544	LEFT	chr2L	11412748	11415248	2500	0	0	0	35	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020/chr2L_11412748-11415248_LEFT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020	chr2L:11415248-11415544	RIGHT	chr2L	11415544	11418044	2500	0	0	0	177	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020/chr2L_11415544-11418044_RIGHT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020	chr2L:11458598-11459020	LEFT	chr2L	11456098	11458598	2500	0	0	0	45	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020/chr2L_11456098-11458598_LEFT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020	chr2L:11458598-11459020	RIGHT	chr2L	11459020	11461520	2500	0	0	0	113	RepeatMasker	FBgn0261648_vm/chr2L_11415248-11415544__chr2L_11458598-11459020/chr2L_11459020-11461520_RIGHT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020	chr2L:11452852-11453384	LEFT	chr2L	11450352	11452852	2500	0	0	0	30	RepeatMasker	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020/chr2L_11450352-11452852_LEFT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020	chr2L:11452852-11453384	RIGHT	chr2L	11453384	11455884	2500	0	0	0	50	RepeatMasker	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020/chr2L_11453384-11455884_RIGHT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020	chr2L:11458598-11459020	LEFT	chr2L	11456098	11458598	2500	0	0	0	45	RepeatMasker	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020/chr2L_11456098-11458598_LEFT.fa
FBgn0261648_vm	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020	chr2L:11458598-11459020	RIGHT	chr2L	11459020	11461520	2500	0	0	0	113	RepeatMasker	FBgn0261648_vm/chr2L_11452852-11453384__chr2L_11458598-11459020/chr2L_11459020-11461520_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350	chr3L:13500764-13501176	LEFT	chr3L	13498264	13500764	2500	0	0	0	295	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350/chr3L_13498264-13500764_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350	chr3L:13500764-13501176	RIGHT	chr3L	13501176	13503676	2500	0	0	0	314	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350/chr3L_13501176-13503676_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350	chr3L:13641091-13641350	LEFT	chr3L	13638591	13641091	2500	0	0	0	21	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350/chr3L_13638591-13641091_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350	chr3L:13641091-13641350	RIGHT	chr3L	13641350	13643850	2500	0	0	0	97	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350/chr3L_13641350-13643850_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219	chr3L:13500764-13501176	LEFT	chr3L	13498264	13500764	2500	0	0	0	295	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219/chr3L_13498264-13500764_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219	chr3L:13500764-13501176	RIGHT	chr3L	13501176	13503676	2500	0	0	0	314	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219/chr3L_13501176-13503676_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219	chr3L:13646895-13647219	LEFT	chr3L	13644395	13646895	2500	0	0	0	216	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219/chr3L_13644395-13646895_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219	chr3L:13646895-13647219	RIGHT	chr3L	13647219	13649719	2500	0	0	0	83	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13646895-13647219/chr3L_13647219-13649719_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117	chr3L:13500764-13501176	LEFT	chr3L	13498264	13500764	2500	0	0	0	295	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117/chr3L_13498264-13500764_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117	chr3L:13500764-13501176	RIGHT	chr3L	13501176	13503676	2500	0	0	0	314	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117/chr3L_13501176-13503676_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117	chr3L:13655496-13656117	LEFT	chr3L	13652996	13655496	2500	0	0	0	86	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117/chr3L_13652996-13655496_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117	chr3L:13655496-13656117	RIGHT	chr3L	13656117	13657717	1600	0	1	0	65	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13655496-13656117/chr3L_13656117-13657717_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980	chr3L:13500764-13501176	LEFT	chr3L	13498264	13500764	2500	0	0	0	295	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980/chr3L_13498264-13500764_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980	chr3L:13500764-13501176	RIGHT	chr3L	13501176	13503676	2500	0	0	0	314	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980/chr3L_13501176-13503676_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980	chr3L:13657717-13657980	LEFT	chr3L	13656117	13657717	1600	0	1	0	65	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980/chr3L_13656117-13657717_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980	chr3L:13657717-13657980	RIGHT	chr3L	13657980	13660480	2500	0	0	0	129	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13657717-13657980/chr3L_13657980-13660480_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094	chr3L:13500764-13501176	LEFT	chr3L	13498264	13500764	2500	0	0	0	295	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094/chr3L_13498264-13500764_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094	chr3L:13500764-13501176	RIGHT	chr3L	13501176	13503676	2500	0	0	0	314	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094/chr3L_13501176-13503676_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094	chr3L:13834627-13835094	LEFT	chr3L	13832127	13834627	2500	0	0	0	64	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094/chr3L_13832127-13834627_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094	chr3L:13834627-13835094	RIGHT	chr3L	13835094	13837594	2500	0	0	0	0	RepeatMasker	FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13834627-13835094/chr3L_13835094-13837594_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219	chr3L:13641091-13641350	LEFT	chr3L	13638591	13641091	2500	0	0	0	21	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219/chr3L_13638591-13641091_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219	chr3L:13641091-13641350	RIGHT	chr3L	13641350	13643850	2500	0	0	0	97	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219/chr3L_13641350-13643850_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219	chr3L:13646895-13647219	LEFT	chr3L	13644395	13646895	2500	0	0	0	216	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219/chr3L_13644395-13646895_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219	chr3L:13646895-13647219	RIGHT	chr3L	13647219	13649719	2500	0	0	0	83	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13646895-13647219/chr3L_13647219-13649719_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117	chr3L:13641091-13641350	LEFT	chr3L	13638591	13641091	2500	0	0	0	21	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117/chr3L_13638591-13641091_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117	chr3L:13641091-13641350	RIGHT	chr3L	13641350	13643850	2500	0	0	0	97	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117/chr3L_13641350-13643850_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117	chr3L:13655496-13656117	LEFT	chr3L	13652996	13655496	2500	0	0	0	86	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117/chr3L_13652996-13655496_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117	chr3L:13655496-13656117	RIGHT	chr3L	13656117	13657717	1600	0	1	0	65	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13655496-13656117/chr3L_13656117-13657717_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980	chr3L:13641091-13641350	LEFT	chr3L	13638591	13641091	2500	0	0	0	21	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980/chr3L_13638591-13641091_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980	chr3L:13641091-13641350	RIGHT	chr3L	13641350	13643850	2500	0	0	0	97	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980/chr3L_13641350-13643850_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980	chr3L:13657717-13657980	LEFT	chr3L	13656117	13657717	1600	0	1	0	65	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980/chr3L_13656117-13657717_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980	chr3L:13657717-13657980	RIGHT	chr3L	13657980	13660480	2500	0	0	0	129	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13657717-13657980/chr3L_13657980-13660480_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094	chr3L:13641091-13641350	LEFT	chr3L	13638591	13641091	2500	0	0	0	21	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094/chr3L_13638591-13641091_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094	chr3L:13641091-13641350	RIGHT	chr3L	13641350	13643850	2500	0	0	0	97	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094/chr3L_13641350-13643850_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094	chr3L:13834627-13835094	LEFT	chr3L	13832127	13834627	2500	0	0	0	64	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094/chr3L_13832127-13834627_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094	chr3L:13834627-13835094	RIGHT	chr3L	13835094	13837594	2500	0	0	0	0	RepeatMasker	FBgn0264001_vm/chr3L_13641091-13641350__chr3L_13834627-13835094/chr3L_13835094-13837594_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13646895-13647219__chr3L_13655496-13656117	chr3L:13646895-13647219	LEFT	chr3L	13644395	13646895	2500	0	0	0	216	RepeatMasker	FBgn0264001_vm/chr3L_13646895-13647219__chr3L_13655496-13656117/chr3L_13644395-13646895_LEFT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13646895-13647219__chr3L_13655496-13656117	chr3L:13646895-13647219	RIGHT	chr3L	13647219	13649719	2500	0	0	0	83	RepeatMasker	FBgn0264001_vm/chr3L_13646895-13647219__chr3L_13655496-13656117/chr3L_13647219-13649719_RIGHT.fa
FBgn0264001_vm	FBgn0264001_vm/chr3L_13646895-13647219__chr3L_13655496-13656117	chr3L:13655496-13656117	LEFT	chr3L	13652996	13655496	2500	0	0	0	86	RepeatMasker	FBgn0264001_vm/chr3L_13646895-13647219__chr3L_13655496-13656117/chr3L_13652996-13655496_LEFT.fa
