shadowset	pair_dir	enhancer_a	enhancer_b	feat_space	size_a	size_b	hits_a	hits_b	intersection	union	jaccard	cosine	overlap_coeff	weighted_jaccard	bray_curtis_sim	hellinger_sim	pos_jsd_sim	group	fimo_a	fimo_b	all_tfbs_jaccard_count	mesoderm_jaccard_count
FBgn0053208_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0053208_sm/chr3R_9918181-9918520__chr3R_10030129-10030427	chr3R:9918181-9918520	chr3R:10030129-10030427	name	94	37	256	62	20	111	0.18018	0.185277	0.540541	0.0	0.157233	0.145867	1.0	neither	yes	yes	0.07023411371237458	0.17857142857142858
FBgn0000116_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945	chr3L:9019828-9020140	chr3L:9024467-9024945	name	91	111	452	320	82	120	0.683333	0.859258	0.901099	0.0	0.634715	0.638289	1.0	neither	yes	yes	0.43068391866913125	0.2972972972972973
FBgn0000116_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945	chr3L:9021970-9022336	chr3L:9024467-9024945	name	66	111	99	320	53	124	0.427419	0.588634	0.80303	0.0	0.362768	0.383776	1.0	neither	yes	yes	0.20977011494252873	0.2692307692307692
FBgn0000116_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336	chr3L:9019828-9020140	chr3L:9021970-9022336	name	91	66	452	99	45	112	0.401786	0.493126	0.681818	0.0	0.225045	0.313919	1.0	neither	yes	yes	0.1194331983805668	0.12121212121212122
FBgn0002922_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002922_vm/chr3R_23718371-23718820__chr3R_23730272-23730626	chr3R:23718371-23718820	chr3R:23730272-23730626	name	83	86	143	134	48	121	0.396694	0.463204	0.578313	0.0	0.462094	0.333249	1.0	neither	yes	yes	0.29767441860465116	0.4375
FBgn0002922_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002922_vm/chr3R_23723782-23724049__chr3R_23730272-23730626	chr3R:23723782-23724049	chr3R:23730272-23730626	name	84	86	175	134	51	119	0.428571	0.409154	0.607143	0.0	0.420712	0.345867	1.0	neither	yes	yes	0.24899598393574296	0.25
FBgn0002922_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0002922_vm/chr3R_23718371-23718820__chr3R_23723782-23724049	chr3R:23718371-23718820	chr3R:23723782-23724049	name	83	84	143	175	44	123	0.357724	0.301148	0.53012	0.0	0.345912	0.290958	1.0	neither	yes	yes	0.19850187265917604	0.19047619047619047
FBgn0250906_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0250906_sm/chr2L_2731925-2732219__chr2L_2754369-2754751	chr2L:2731925-2732219	chr2L:2754369-2754751	name	27	62	39	154	14	75	0.186667	0.450486	0.518519	0.0	0.207254	0.243153	1.0	neither	yes	yes	0.11428571428571428	0.3333333333333333
FBgn0261245_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16630526-16630911__chrX_16631143-16631343	chrX:16630526-16630911	chrX:16631143-16631343	name	112	17	335	26	7	122	0.057377	0.09434	0.411765	0.0	0.055402	0.068097	1.0	neither	yes	yes	0.028328611898016998	0.0
FBgn0261245_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16629633-16629833__chrX_16631143-16631343	chrX:16629633-16629833	chrX:16631143-16631343	name	25	17	34	26	10	32	0.3125	0.540383	0.588235	0.0	0.4	0.310205	1.0	neither	yes	yes	0.21568627450980393	0.14285714285714285
FBgn0261245_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16618927-16619240__chrX_16630526-16630911	chrX:16618927-16619240	chrX:16630526-16630911	name	82	112	150	335	67	127	0.527559	0.612334	0.817073	0.0	0.449485	0.437449	1.0	neither	yes	yes	0.28835978835978837	0.2916666666666667
FBgn0261245_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16618927-16619240__chrX_16629633-16629833	chrX:16618927-16619240	chrX:16629633-16629833	name	82	25	150	34	10	97	0.103093	0.098037	0.4	0.0	0.108696	0.09722	1.0	neither	yes	yes	0.05084745762711865	0.0625
FBgn0261245_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16618927-16619240__chrX_16631143-16631343	chrX:16618927-16619240	chrX:16631143-16631343	name	82	17	150	26	9	90	0.1	0.167298	0.529412	0.0	0.125	0.129799	1.0	neither	yes	yes	0.07228915662650602	0.08333333333333333
FBgn0261245_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16629633-16629833__chrX_16630526-16630911	chrX:16629633-16629833	chrX:16630526-16630911	name	25	112	34	335	11	126	0.087302	0.114758	0.44	0.0	0.065041	0.086676	1.0	neither	yes	yes	0.033426183844011144	0.08333333333333333
FBgn0010379_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010379_sm/chr3R_16073986-16074304__chr3R_16094907-16095107	chr3R:16073986-16074304	chr3R:16094907-16095107	name	43	28	83	40	15	56	0.267857	0.349391	0.535714	0.0	0.308943	0.256633	1.0	neither	yes	yes	0.1574074074074074	0.25
FBgn0010379_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010379_sm/chr3R_16073986-16074304__chr3R_16091648-16091848	chr3R:16073986-16074304	chr3R:16091648-16091848	name	43	82	83	237	16	109	0.146789	0.255091	0.372093	0.0	0.14375	0.141612	1.0	neither	yes	yes	0.06622516556291391	0.0
FBgn0010379_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010379_sm/chr3R_16072483-16072683__chr3R_16091648-16091848	chr3R:16072483-16072683	chr3R:16091648-16091848	name	53	82	128	237	31	104	0.298077	0.306574	0.584906	0.0	0.246575	0.253455	1.0	neither	yes	yes	0.13975155279503104	0.0
FBgn0010379_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010379_sm/chr3R_16072483-16072683__chr3R_16094907-16095107	chr3R:16072483-16072683	chr3R:16094907-16095107	name	53	28	128	40	13	68	0.191176	0.243367	0.464286	0.0	0.166667	0.190332	1.0	neither	yes	yes	0.0759493670886076	0.125
FBgn0010379_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010379_sm/chr3R_16091648-16091848__chr3R_16094907-16095107	chr3R:16091648-16091848	chr3R:16094907-16095107	name	82	28	237	40	5	105	0.047619	0.092524	0.178571	0.0	0.043321	0.054331	1.0	neither	yes	yes	0.010869565217391304	0.0
FBgn0010379_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010379_sm/chr3R_16072483-16072683__chr3R_16073986-16074304	chr3R:16072483-16072683	chr3R:16073986-16074304	name	53	43	128	83	18	78	0.230769	0.724645	0.418605	0.0	0.331754	0.301367	1.0	neither	yes	yes	0.17032967032967034	0.14285714285714285
FBgn0037275_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037275_sm/chr3R_4780432-4780632__chr3R_4806774-4807046	chr3R:4780432-4780632	chr3R:4806774-4807046	name	63	62	82	81	31	94	0.329787	0.376591	0.5	0.0	0.417178	0.267148	1.0	neither	yes	yes	0.2692307692307692	0.5
FBgn0036124_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036124_Spearman/chr3L_11066817-11067017__chr3L_11100667-11101152	chr3L:11066817-11067017	chr3L:11100667-11101152	name	23	96	24	144	14	105	0.133333	0.271746	0.608696	0.0	0.166667	0.165546	1.0	neither	yes	yes	0.08974358974358974	0.2
FBgn0004569_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004569_sm/chr3L_16424269-16424469__chr3L_16463198-16463716	chr3L:16424269-16424469	chr3L:16463198-16463716	name	71	115	130	343	66	120	0.55	0.832906	0.929577	0.0	0.515856	0.559422	1.0	neither	yes	yes	0.3418079096045198	0.4782608695652174
FBgn0005631_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005631_sm/chr2R_22308973-22309246__chr2R_22320703-22320999	chr2R:22308973-22309246	chr2R:22320703-22320999	name	24	73	45	109	14	83	0.168675	0.203555	0.583333	0.0	0.181818	0.15599	1.0	neither	yes	yes	0.09090909090909091	0.21428571428571427
FBgn0005631_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005631_sm/chr2R_22298445-22298713__chr2R_22308973-22309246	chr2R:22298445-22298713	chr2R:22308973-22309246	name	90	24	164	45	16	98	0.163265	0.466544	0.666667	0.0	0.239234	0.226192	1.0	neither	yes	yes	0.13440860215053763	0.4
FBgn0005631_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005631_sm/chr2R_22298445-22298713__chr2R_22320703-22320999	chr2R:22298445-22298713	chr2R:22320703-22320999	name	90	73	164	109	52	111	0.468468	0.449386	0.712329	0.0	0.446886	0.354981	1.0	neither	yes	yes	0.27906976744186046	0.3181818181818182
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15062508-15062841__chr3L_15065782-15065982	chr3L:15062508-15062841	chr3L:15065782-15065982	name	97	43	207	56	25	115	0.217391	0.366789	0.581395	0.0	0.228137	0.216213	1.0	neither	yes	yes	0.1228813559322034	0.13333333333333333
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15058846-15059046__chr3L_15062508-15062841	chr3L:15058846-15059046	chr3L:15062508-15062841	name	90	97	202	207	70	117	0.598291	0.826789	0.777778	0.0	0.709046	0.553913	1.0	neither	yes	yes	0.5335820895522388	0.4666666666666667
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15051009-15051402__chr3L_15065782-15065982	chr3L:15051009-15051402	chr3L:15065782-15065982	name	62	43	88	56	19	86	0.22093	0.353659	0.44186	0.0	0.305556	0.210416	1.0	neither	yes	yes	0.15873015873015872	0.07692307692307693
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15051009-15051402__chr3L_15062508-15062841	chr3L:15051009-15051402	chr3L:15062508-15062841	name	62	97	88	207	40	119	0.336134	0.366235	0.645161	0.0	0.318644	0.256749	1.0	neither	yes	yes	0.188	0.35294117647058826
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15058846-15059046__chr3L_15065782-15065982	chr3L:15058846-15059046	chr3L:15065782-15065982	name	90	43	202	56	29	104	0.278846	0.482293	0.674419	0.0	0.286822	0.281299	1.0	neither	yes	yes	0.16591928251121077	0.18181818181818182
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15051009-15051402__chr3L_15058846-15059046	chr3L:15051009-15051402	chr3L:15058846-15059046	name	62	90	88	202	25	127	0.19685	0.271451	0.403226	0.0	0.2	0.166469	1.0	neither	yes	yes	0.10606060606060606	0.05555555555555555
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15048542-15048758__chr3L_15065782-15065982	chr3L:15048542-15048758	chr3L:15065782-15065982	name	38	43	43	56	16	65	0.246154	0.45608	0.421053	0.0	0.363636	0.242306	1.0	neither	yes	yes	0.16091954022988506	0.16666666666666666
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15048542-15048758__chr3L_15058846-15059046	chr3L:15048542-15048758	chr3L:15058846-15059046	name	38	90	43	202	19	109	0.174312	0.319303	0.5	0.0	0.171429	0.168736	1.0	neither	yes	yes	0.09292035398230089	0.09090909090909091
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15048542-15048758__chr3L_15062508-15062841	chr3L:15048542-15048758	chr3L:15062508-15062841	name	38	97	43	207	21	114	0.184211	0.304034	0.552632	0.0	0.192	0.176779	1.0	neither	yes	yes	0.10526315789473684	0.06666666666666667
FBgn0027088_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027088_sm/chr3L_15048542-15048758__chr3L_15051009-15051402	chr3L:15048542-15048758	chr3L:15051009-15051402	name	38	62	43	88	23	77	0.298701	0.415741	0.605263	0.0	0.366412	0.27241	1.0	flank_hit	yes	yes	0.23148148148148148	0.18181818181818182
FBgn0003002_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_vm/chr3R_4878667-4879056__chr3R_4914310-4914978	chr3R:4878667-4879056	chr3R:4914310-4914978	name	103	91	243	182	67	127	0.527559	0.467388	0.736264	0.0	0.418824	0.387216	1.0	neither	yes	yes	0.25588235294117645	0.25
FBgn0003002_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_vm/chr3R_4875269-4875597__chr3R_4914310-4914978	chr3R:4875269-4875597	chr3R:4914310-4914978	name	99	91	140	182	69	121	0.570248	0.521586	0.758242	0.0	0.509317	0.419091	1.0	neither	yes	yes	0.33884297520661155	0.27586206896551724
FBgn0003002_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_vm/chr3R_4875269-4875597__chr3R_4878667-4879056	chr3R:4875269-4875597	chr3R:4878667-4879056	name	99	103	140	243	80	122	0.655738	0.733828	0.808081	0.0	0.553525	0.543505	1.0	neither	yes	yes	0.3701067615658363	0.28
FBgn0032497_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0032497_sm/chr2L_13254815-13255036__chr2L_13260602-13260802	chr2L:13254815-13255036	chr2L:13260602-13260802	name	26	58	50	81	13	71	0.183099	0.318537	0.5	0.0	0.274809	0.20086	1.0	neither	yes	yes	0.11764705882352941	0.2222222222222222
FBgn0016930_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_sm/chr2L_14238009-14238297__chr2L_14265078-14265431	chr2L:14238009-14238297	chr2L:14265078-14265431	name	98	72	182	109	52	118	0.440678	0.41862	0.722222	0.0	0.439863	0.342585	1.0	neither	yes	yes	0.2629310344827586	0.17647058823529413
FBgn0016930_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_sm/chr2L_14238009-14238297__chr2L_14248855-14249055	chr2L:14238009-14238297	chr2L:14248855-14249055	name	98	34	182	46	24	108	0.222222	0.416679	0.705882	0.0	0.263158	0.239836	1.0	neither	yes	yes	0.12745098039215685	0.07142857142857142
FBgn0016930_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_sm/chr2L_14248855-14249055__chr2L_14265078-14265431	chr2L:14248855-14249055	chr2L:14265078-14265431	name	34	72	46	109	21	85	0.247059	0.26358	0.617647	0.0	0.270968	0.217568	1.0	neither	yes	yes	0.145985401459854	0.08333333333333333
FBgn0016930_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_sm/chr2L_14238009-14238297__chr2L_14245654-14246036	chr2L:14238009-14238297	chr2L:14245654-14246036	name	98	58	182	94	38	118	0.322034	0.395944	0.655172	0.0	0.34058	0.249956	1.0	neither	yes	yes	0.19313304721030042	0.2222222222222222
FBgn0016930_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_sm/chr2L_14245654-14246036__chr2L_14265078-14265431	chr2L:14245654-14246036	chr2L:14265078-14265431	name	58	72	94	109	27	103	0.262136	0.28738	0.465517	0.0	0.315271	0.222858	1.0	neither	yes	yes	0.1781609195402299	0.17647058823529413
FBgn0016930_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_sm/chr2L_14245654-14246036__chr2L_14248855-14249055	chr2L:14245654-14246036	chr2L:14248855-14249055	name	58	34	94	46	18	74	0.243243	0.389721	0.529412	0.0	0.314286	0.263598	1.0	neither	yes	yes	0.19327731092436976	0.36363636363636365
FBgn0034135_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0034135_vm/chr2R_16159018-16159309__chr2R_16192711-16192911	chr2R:16159018-16159309	chr2R:16192711-16192911	name	50	34	91	41	12	72	0.166667	0.357634	0.352941	0.0	0.212121	0.159107	1.0	neither	yes	yes	0.10743801652892562	0.0
FBgn0010235_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0010235_Spearman/chr3L_12658389-12658612__chr3L_12678456-12678703	chr3L:12658389-12658612	chr3L:12678456-12678703	name	89	90	216	260	69	110	0.627273	0.780613	0.775281	0.0	0.680672	0.567811	1.0	neither	yes	yes	0.5078864353312302	0.08333333333333333
FBgn0016794_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_Spearman/chr3L_2553779-2553979__chr3L_2562100-2562492	chr3L:2553779-2553979	chr3L:2562100-2562492	name	42	36	72	54	13	65	0.2	0.225218	0.361111	0.0	0.253968	0.168934	1.0	neither	yes	yes	0.13274336283185842	0.1875
FBgn0016794_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_Spearman/chr3L_2553779-2553979__chr3L_2568872-2569202	chr3L:2553779-2553979	chr3L:2568872-2569202	name	42	93	72	185	29	106	0.273585	0.543196	0.690476	0.0	0.342412	0.279304	1.0	neither	yes	yes	0.17727272727272728	0.1875
FBgn0016794_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_Spearman/chr3L_2552007-2552315__chr3L_2568872-2569202	chr3L:2552007-2552315	chr3L:2568872-2569202	name	94	93	168	185	70	117	0.598291	0.728251	0.752688	0.0	0.623229	0.510362	1.0	neither	yes	yes	0.43724696356275305	0.38461538461538464
FBgn0016794_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_Spearman/chr3L_2552007-2552315__chr3L_2553779-2553979	chr3L:2552007-2552315	chr3L:2553779-2553979	name	94	42	168	72	25	111	0.225225	0.578103	0.595238	0.0	0.325	0.263524	1.0	neither	yes	yes	0.18048780487804877	0.11764705882352941
FBgn0016794_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_Spearman/chr3L_2552007-2552315__chr3L_2562100-2562492	chr3L:2552007-2552315	chr3L:2562100-2562492	name	94	36	168	54	14	116	0.12069	0.188158	0.388889	0.0	0.153153	0.133983	1.0	neither	yes	yes	0.0821256038647343	0.125
FBgn0016794_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016794_Spearman/chr3L_2562100-2562492__chr3L_2568872-2569202	chr3L:2562100-2562492	chr3L:2568872-2569202	name	36	93	54	185	15	114	0.131579	0.166926	0.416667	0.0	0.158996	0.12346	1.0	neither	yes	yes	0.08071748878923767	0.38461538461538464
FBgn0000463_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_meso/chr3R_19341900-19342100__chr3R_19350401-19350687	chr3R:19341900-19342100	chr3R:19350401-19350687	name	39	35	56	55	17	57	0.298246	0.479005	0.485714	0.0	0.378378	0.292856	1.0	neither	yes	yes	0.18947368421052632	0.18181818181818182
FBgn0000463_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_meso/chr3R_19341900-19342100__chr3R_19346468-19346888	chr3R:19341900-19342100	chr3R:19346468-19346888	name	39	76	56	147	26	89	0.292135	0.554241	0.666667	0.0	0.334975	0.323901	1.0	neither	yes	yes	0.19186046511627908	0.0625
FBgn0000463_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_meso/chr3R_19346468-19346888__chr3R_19350401-19350687	chr3R:19346468-19346888	chr3R:19350401-19350687	name	76	35	147	55	24	87	0.275862	0.562202	0.685714	0.0	0.346535	0.30835	1.0	neither	yes	yes	0.20710059171597633	0.2631578947368421
FBgn0003888_vm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003888_vm/chr2R_23903917-23904191__chr2R_23929145-23929692	chr2R:23903917-23904191	chr2R:23929145-23929692	name	36	113	53	265	28	121	0.231405	0.390634	0.777778	0.0	0.245283	0.246182	1.0	neither	yes	yes	0.14695340501792115	0.14285714285714285
FBgn0037608_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037608_sm/chr3R_8668848-8669048__chr3R_8669125-8669443	chr3R:8668848-8669048	chr3R:8669125-8669443	name	32	88	44	119	22	98	0.22449	0.608942	0.6875	0.0	0.380368	0.283964	1.0	neither	yes	yes	0.21323529411764705	0.2
FBgn0037608_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037608_sm/chr3R_8668848-8669048__chr3R_8684628-8685183	chr3R:8668848-8669048	chr3R:8684628-8685183	name	32	85	44	173	21	96	0.21875	0.558688	0.65625	0.0	0.285714	0.279346	1.0	flank_hit	yes	yes	0.14659685863874344	0.21052631578947367
FBgn0037608_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037608_sm/chr3R_8664993-8665193__chr3R_8684628-8685183	chr3R:8664993-8665193	chr3R:8684628-8685183	name	92	85	192	173	47	130	0.361538	0.378183	0.552941	0.0	0.345205	0.276873	1.0	neither	yes	yes	0.19934640522875818	0.13793103448275862
FBgn0037608_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037608_sm/chr3R_8664993-8665193__chr3R_8669125-8669443	chr3R:8664993-8665193	chr3R:8669125-8669443	name	92	88	192	119	64	116	0.551724	0.542286	0.727273	0.0	0.463023	0.439816	1.0	neither	yes	yes	0.29338842975206614	0.2727272727272727
FBgn0037608_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037608_sm/chr3R_8664993-8665193__chr3R_8668848-8669048	chr3R:8664993-8665193	chr3R:8668848-8669048	name	92	32	192	44	19	105	0.180952	0.295455	0.59375	0.0	0.186441	0.189649	1.0	neither	yes	yes	0.10185185185185185	0.1111111111111111
FBgn0037608_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037608_sm/chr3R_8669125-8669443__chr3R_8684628-8685183	chr3R:8669125-8669443	chr3R:8684628-8685183	name	88	85	119	173	45	128	0.351562	0.539459	0.529412	0.0	0.417808	0.326323	1.0	neither	yes	yes	0.24050632911392406	0.19230769230769232
FBgn0011638_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011638_sm/chr2L_20298155-20298629__chr2L_20339742-20340332	chr2L:20298155-20298629	chr2L:20339742-20340332	name	88	80	157	153	51	117	0.435897	0.643848	0.6375	0.0	0.496774	0.408222	1.0	neither	yes	yes	0.3	0.32
FBgn0031037_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0031037_sm/chrX_19544220-19544470__chrX_19544519-19544719	chrX:19544220-19544470	chrX:19544519-19544719	name	20	22	57	57	11	31	0.354839	0.8927	0.55	0.0	0.631579	0.493504	1.0	neither	yes	yes	0.45	0.75
FBgn0030955_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030955_Spearman/chrX_18714009-18714209__chrX_18737813-18738119	chrX:18714009-18714209	chrX:18737813-18738119	name	61	46	85	96	28	79	0.35443	0.560158	0.608696	0.0	0.40884	0.307872	1.0	neither	yes	yes	0.22818791946308725	0.14285714285714285
FBgn0030955_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030955_Spearman/chrX_18714009-18714209__chrX_18715355-18715555	chrX:18714009-18714209	chrX:18715355-18715555	name	61	52	85	67	29	84	0.345238	0.342337	0.557692	0.0	0.421053	0.272595	1.0	neither	yes	yes	0.24193548387096775	0.07692307692307693
